categoryID,brandName,displayName,heroImage,productId,rating,reviews,longDescription,brandID,ingredientDesc,listPrice,quickLookDescription,lovesCount,fullSiteProductUrl
foundation-makeup,DIOR,Forever Skin Perfect 24H Multi-Use Foundation Stick,https://www.sephora.com/productimages/sku/s2789220-main-zoom.jpg?imwidth=270,P512480,4.5008,1196,"From catwalk-inspired cosmetics to cutting-edge skin care and timeless fragrances, Christian Dior has brought us some of the most luxurious, trendsetting, and fashionable beauty products around. It's this magical mix of couture-meets-cosmetics that not only attracts celebrities, supermodels, and the society set, but also has solidified Dior's reputation as one of the most unabashedly stylish beauty brands in the world.",dior,"C15-19 Alkane, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Wax, Saccharomyces Ferment, Coco-Caprylate/Caprate, Silica, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Mica, Polyglyceryl-2 Triisostearate, Iris Florentina Root Extract, Aluminum Hydroxide, Parfum (Fragrance), Brassica Campestris (Rapeseed) Seed Oil, Candelilla Cera (Euphorbia Cerifera (Candelilla) Wax), Cera Carnauba (Copernicia Cerifera (Carnauba) Wax), Lauroyl Lysine, Disteardimonium Hectorite, Opuntia Ficus-Indica Flower Extract, Camelina Sativa Seed Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Aqua (Water), Tocopherol, Sodium Benzoate, Potassium Sorbate, [+/- CI 77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (Iron Oxides)].",52.0,"A multi-use foundation stick for a natural, blurred finish with up 24 hours of wear and all-day hydration.<br>",89648.0,
foundation-makeup,MERIT,The Minimalist Perfecting Complexion Foundation and Concealer Stick,https://www.sephora.com/productimages/sku/s2791861-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,P468694,3.9665,2505,,,,,,0.0,
foundation-makeup,Bobbi Brown,Weightless Skin Oil-Controlling Foundation SPF 15 with Hyaluronic Acid,https://www.sephora.com/productimages/sku/s2798403-main-zoom.jpg?imwidth=270,P512885,4.8065,1726,,,,,,0.0,
foundation-makeup,Charlotte Tilbury,Airbrush Flawless Finish Setting Powder,https://www.sephora.com/productimages/sku/s2605988-main-zoom.jpg?imwidth=270,P433526,4.1303,2839,,,,,,0.0,
foundation-makeup,Fenty Beauty by Rihanna,Soft’Lit Naturally Luminous Hydrating Longwear Foundation,https://www.sephora.com/productimages/sku/s2746543-main-zoom.jpg?imwidth=270&pb=allure-2024-bestofbeauty,P511130,4.5073,1654,"Rihanna created Fenty Beauty “so that women everywhere would be included,” focusing on a wide range of traditionally hard-to-match skin tones, developing formulas that work for all skin types, and pinpointing universal shades. Her vision, above all, is to inspire: “Makeup is there for you to have fun with. It should never feel like pressure. It should never feel like a uniform. Feel free to take chances, and take risks, and dare to do something new or different.”",fenty-beauty-rihanna,"Aqua/Water/Eau, Dimethicone, Butylene Glycol Dicaprylate/Dicaprate, Diphenylsiloxy Phenyl Trimethicone, Glycerin, Synthetic Fluorphlogopite, Cetyl Peg/Ppg-10/1 Dimethicone, Trisiloxane, Butylene Glycol, 1,2-Hexanediol, Trimethylsiloxysilicate, Disteardimonium Hectorite, Peg-10 Dimethicone, Polyphenylsilsesquioxane, Magnesium Sulfate, Dimethicone Crosspolymer, Caprylyl Methicone, Lauroyl Lysine, Triethoxycaprylylsilane, Aluminum Hydroxide, Polyhydroxystearic Acid, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Lecithin, Terminalia Ferdinandiana Fruit Extract, Trisodium Ethylenediamine Disuccinate, Polyglyceryl-3 Polyricinoleate, Cyperus Rotundus Root Extract, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).<br>",40.0,<p>A hydrating and brightening waterproof foundation that reduces shine for a notch above natural finish.</p>,63010.0,
foundation-makeup,SEPHORA COLLECTION,Best Skin Ever Matte Powder Foundation,https://www.sephora.com/productimages/sku/s2667400-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023,P505903,3.9028,535,"As Sephora’s own brand, we flex our extensive industry knowledge to create paycheck-friendly products that perform on par with more spendy ones. So whether you’re looking for a ride-or-die eyeliner or a clean skincare routine that doesn’t require a small investment, rest assured: Sephora Collection will wow you and your wallet.",sephora-collection,"-Aquatic Microcells from Vegetal Origin: Improve skin texture.<br><br>Synthetic Fluorphlogopite, Dimethicone, Nylon-12, Polypropylene, CI 77891 (Titanium Dioxide), CI 77492 (Iron Oxides), CI 77491 (Iron Oxides), Zinc Stearate, Methylpropanediol, CI 77499 (Iron Oxides), Diisostearyl Malate, Sodium Dehydroacetate, Caprylyl Glycol, Caprylic/Capric Triglyceride, Illite, Helianthus Annuus (Sunflower) Seed Oil, Dimethicone Crosspolymer, Phenylpropanol, Chlorella Vulgaris Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract. <br>",22.0,A matte powder version of SEPHORA COLLECTION&rsquo;s Best Skin Ever foundation.<br>,46080.0,
foundation-makeup,MAKE UP FOR EVER,HD Skin Waterproof Natural Matte Foundation,https://www.sephora.com/productimages/sku/s2514214-main-zoom.jpg?imwidth=270,P479712,4.0769,2862,,,,,,0.0,
foundation-makeup,ILIA,Super Serum Skin Tint SPF 40 Skincare Foundation,https://www.sephora.com/productimages/sku/s2333607-main-zoom.jpg?imwidth=270,P455418,3.6852,6426,,,,,,0.0,
foundation-makeup,MAKEUP BY MARIO,SurrealSkin™ Luminous Hydrating Foundation,https://www.sephora.com/productimages/sku/s2620235-main-zoom.jpg?imwidth=270&pb=allure-2023-bestofbeauty-badge,P503679,4.0393,2823,,,,,,0.0,
foundation-makeup,IT Cosmetics,CC+ Cream Full Coverage Color Correcting Foundation with SPF 50+,https://www.sephora.com/productimages/sku/s2599835-main-zoom.jpg?imwidth=270,P411885,4.0137,7816,,,,,,0.0,
foundation-makeup,Tower 28 Beauty,Swipe All-Over Hydrating Serum Concealer,https://www.sephora.com/productimages/sku/s2697670-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,P507142,4.339,2012,,,,,,0.0,
foundation-makeup,Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/productimages/sku/s2361392-main-zoom.jpg?imwidth=270,P49848448,3.962,5770,"Created by Selena Gomez, Rare Beauty is challenging unrealistic standards of perfection. In Selena’s own words, “It’s not about being someone else, but being who you are.” This is makeup made to feel good in, without hiding what makes you unique. Airy and breathable, our skin-loving formulas go on easy for adjustable coverage and a fresh finish that always looks like you.",rare-beauty-by-selena-gomez,"Isohexadecane, Isododecane, C12-15 Alkyl Benzoate, Hydrogenated Polyisobutene, Isononyl Isononanoate, Synthetic Fluorphlogopite, PEG-10 Dimethicone, Trimethylsiloxysilicate, Disteardimonium Hectorite, Dimethicone, Silica, Propylene Carbonate, Triethoxycaprylylsilane, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Gardenia Florida Fruit Extract, Nelumbo Nucifera (Sacred Lotus) Flower Extract, Nymphaea Odorata Root Extract, Phenoxyethanol,  Achillea Millefolium Flower/Leaf/Stem Extract, Ascophyllum Nodosum Extract, Panax Ginseng Root Extract, Passiflora Edulis (Passion Fruit) Fruit Extract, Tilia Cordata (Linden) Flower Extract, Tussilago Farfara (Coltsfoot) Leaf Extract, [+/- May Contain/Peut Contenir: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)].",30.0,An innovative breathable foundation that combines the weightless feel of a serum with buildable medium coverage for truly layerable wear. ,370486.0,
foundation-makeup,PATRICK TA,Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation For Natural Glow,https://www.sephora.com/productimages/sku/s2793578-main-zoom.jpg?imwidth=270,P513075,4.1887,742,"""I see makeup as my way of connecting with people. I want to share the feeling of having your make up done by an artist because everyone deserves to feel confident and glamorous every day.""- PATRICK TA",patrick-ta,"-Three Forms of Hyaluronic Acid: Visibly plump and hydrate. <br>-Plant-Derived Squalane: Visibly improves elasticity and diffuses fine lines. <br>-Kombucha: Enhances the look of smoothness and radiance. <br><br>Water (Aqua, Eau), Glycerin, Isononyl Isononanoate, Propanediol, Dicaprylyl Ether, Squalane, Pentaerythrityl Tetraisostearate, Hydrogenated Styrene/Methylstyrene/Indene Copolymer, Hydrogenated Ethylhexyl Olivate, Polyglyceryl-6 Polyricinoleate, Polyglyceryl-2 Dipolyhydroxystearate, Isostearyl Neopentanoate, C9-12 Alkane, Dimer Dilinoleyl Dimer Dilinoleate, Polyglyceryl-2 Isostearate, PVP, Lauroyl Lysine, Dipalmitoyl Hydroxyproline, Myristyl Myristate, Magnesium Sulfate, Disteardimonium Hectorite, Lecithin, Phenoxyethanol, Propylene Carbonate, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Hydrogenated Lecithin, Butyrospermum Parkii (Shea) Butter, Sodium Benzoate, Saccharomyces/Xylinum/Black Tea Ferment, Distarch Phosphate, Allantoin, Hydrogenated Olive Oil Unsaponifiables, Coco-Caprylate/Caprate, Tocopherol, Sodium Hyaluronate, Sodium Dehydroacetate, Helianthus Annuus (Sunflower) Seed Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Potassium Sorbate, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",58.0,"A lightweight and luminous foundation with serum-inspired ingredients and a buildable, medium-coverage formula that boosts hydration and blurs the look of imperfections.",72127.0,
foundation-makeup,ROSE INC,Softlight Skin-Smoothing Hydrating Non-Comedogenic Foundation,https://www.sephora.com/productimages/sku/s2698108-main-zoom.jpg?imwidth=270&pb=clean-planet-aware,P507996,4.6774,558,"Effortless and effective. Clean and clinically proven. Sensual and sustainable. We unite efficacy and ethics in formulas charged by proprietary bioengineered botanicals and safe synthetic ingredients. 

“We’ve identified the values most important to us and found a way for them to coexist in one brand.” Rosie Huntington-Whiteley",rose-inc,"-Adaptive Skin-Balancing Complex: Visibly reduces redness, pores, excess oil; good for acne-prone skin.<br>-Targeted Hydration Complex with Ectoin: Emollient blend to calm, replenish, and hydrate skin where needed.<br>-Fermented Reishi Mushroom: Supports the moisture barrier for plumper-, smoother-looking skin.<br><br>Water/Aqua/Eau, Dimethicone, Trisiloxane, Glycerin, C9-12 Alkane, Polyphenylsilsesquioxane, Phenyl Trimethicone, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Propanediol, Octyldodecanol, Dimethicone/Polyglycerin-3 Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Ectoin, Squalane, Ganoderma Lucidum (Mushroom) Extract, Evodia Rutaecarpa Fruit Extract, Leptospermum Scoparium Branch/Leaf Oil, Magnolia Officinalis Bark Extract, Piper Nigrum (Pepper) Seed Extract, Disteardimonium Hectorite, Pentylene Glycol, Caprylyl Glycol, Triethoxycaprylylsilane, Tocopherol, Triethyl Citrate, Sodium Citrate, Sodium Chloride, Ethylhexylglycerin, Xanthan Gum, 1,2-Hexanediol, [+/-: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)].<br><br>.<br><br><i>The list of ingredients is subject to change, please consult the packaging of the product purchased.</i>",54.0,"A clean, medium coverage foundation that&rsquo;s weightless, buildable, and non-comedogenic with a natural finish.",33412.0,
foundation-makeup,Armani Beauty,Mini Luminous Silk Perfect Glow Flawless Oil-Free Foundation,https://www.sephora.com/productimages/sku/s2438091-main-zoom.jpg?imwidth=270,P425938,4.0767,613,"Giorgio Armani translates his sense of fashion and his aesthetic vision into the world of fragrances, make-up and skincare. Elegance is key: beauty, simplicity and quality are delivered through products made from the finest materials, designed to convey an understated and timeless sophistication.",giorgio-armani-beauty," -Micro-Fil Technology: Provides a translucent radiance and flawless finish.<br><br>Aqua / Water, Cyclopentasiloxane, Glycerin, Isododecane, Alcohol Denat., Polyglyceryl-4 Isostearate, Cetyl Peg/Ppg-10/1 Dimethicone, Hexyl Laurate, Aluminum Starch Octenylsuccinate, Disteardimonium Hectorite, Phenoxyethanol, Acetylated Glycol Stearate, Magnesium Sulfate, Peg-10 Dimethicone, Trihydroxystearin, Cellulose Gum, Nylon-12, Limonene, Benzyl Salicylate, Benzyl Alcohol, Linalool, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Isobutane, Diphenyl Dimethicone, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloridecopolymer, Parfum / Fragrance, Disodium Stearoyl Glutamate, Methylparaben, Butylphenyl Methylpropional, Aluminum Hydroxide, Hexyl Cinnamal.",48.0,"<p>An award-winning, oil-free foundation in a travel size that delivers buildable, medium coverage and a luminous, glowy-skin finish for a natural makeup look.</p>",261061.0,
foundation-makeup,Charlotte Tilbury,Airbrush Flawless Longwear Foundation,https://www.sephora.com/productimages/sku/s2244804-main-zoom.jpg?imwidth=270,P448869,3.6821,2872,"Founded by British makeup artist Charlotte Tilbury, MBE, in 2013, Charlotte Tilbury Beauty revolutionized the face of the global beauty industry by decoding makeup application for everyone, at every age, with an easy-to-use, easy-to-choose, easy-to-gift range. The company mission is to share the power of makeup, using Charlotte’s award-winning, iconic makeup and research-powered skincare products, to show everyone how easy it is to look and feel like the most beautiful versions of themselves every single day.",charlotte-tilbury,"-REPLEXIUM&reg;: Helps to reduce the appearance of wrinkles.<br>-MossCellTec&trade; No. 1: Helps thoroughly hydrate skin. <br>-AirCool&trade;: Provides an immediate fresh feel on skin.<br><br>Aqua/Water, Cyclopentasiloxane, Isododecane, Peg-10 Dimethicone, Propanediol, Polyglyceryl-4 Isostearate, Silica, Nylon-12, Phenoxyethanol, Disteardimonium Hectorite, Polysorbate 20, Dimethyl Isosorbide, Dimethicone Crosspolymer, Triethoxycaprylylsilane, Menthyl Pca, Sodium Dehydroacetate, Arginine Pca, Aluminum Hydroxide, Tocopheryl Acetate, Parfum (Fragrance), Isomalt, Sodium Phytate, Phaeodactylum Tricornutum Extract, Acetyl Tetrapeptide-11, Acetyl Tetrapeptide-9, Alcohol, Phytol, Alpha-Isomethyl Ionone, Benzyl Salicylate, Citronellol, Limonene, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499). ",49.0,"A long-lasting, weightless, hybrid skincare-foundation&#151;Charlotte’s secret to a flawless, poreless-looking, confident complexion.",410794.0,
